"","Year","President","Sentences"
"5264",2008,"Mbeki","This having been said, it is however also necessary that we take this opportunity to convey to the country the apologies of both the Government and Eskom for the national emergency which has resulted in all of us having to contend with the consequences of load shedding. "
"5265",2008,"Mbeki","I would also like to thank all citizens for their resilience and forbearing in the face of the current difficulties.  "
"5266",2008,"Mbeki","In the past two weeks, the Ministers of Minerals and Energy and Public Enterprises have outlined the nature of the emergency we confront and what each one of us can do to normalise the situation. "
"5267",2008,"Mbeki","Last week the Honourable Members had an opportunity to reflect on these matters.  "
"5268",2008,"Mbeki","In essence the significant rise in electricity demand over the last two years has outstripped the new capacity we have brought on stream. "
"5269",2008,"Mbeki","The resultant tight supply situation makes the overall system vulnerable to any incident affecting the availability of energy. "
"5270",2008,"Mbeki","In this situation, we have to curtail the unplanned outages and the only way we can do this immediately is reduce demand and thus ensure a better reserve margin.  "
"5271",2008,"Mbeki","As government our task is to now lead and unite the country behind a campaign for energy efficiency that will address this challenge. "
"5272",2008,"Mbeki","Among other things, we must use the current adversity to ensure that our homes and economy become more energy efficient.  "
"5273",2008,"Mbeki","There are concrete actions each individual, household and business can take. "
"5274",2008,"Mbeki","These are being disseminated by the Department of Minerals and Energy and we remain open to any other suggestions that you, our compatriots, may give to us and share with one another.  "
"5275",2008,"Mbeki","Government will start implementing a campaign to ensure efficient lighting, solar water heating and geyser load management in households, including housing standards for all new houses and developments. "
"5276",2008,"Mbeki","We urge households that can afford to act immediately to consider implementing these energy-saving measures.  "
"5277",2008,"Mbeki","An instruction has been issued for all government buildings to reduce their consumption of electricity and please feel free to name and shame those who do not.  "
"5278",2008,"Mbeki","The details of other voluntary and mandatory actions in the Power Conservation Programme have been set out by the Ministers and these will be refined through consultation with the various stakeholders and then published.  "
"5279",2008,"Mbeki","On the supply side Eskom is working furiously to ensure the introduction of co-generation projects as a matter of urgency. "
"5280",2008,"Mbeki","We are taking steps to enhance Eskom's maintenance capacity. "
"5281",2008,"Mbeki","We have emergency task teams dealing with the challenge of coal quality and supply with the coal mining industry and we are working to fast track the approval and construction of gas turbine projects. "
"5282",2008,"Mbeki","All these actions, taken together with the electricity saving measures, will improve certainty and raise the reserve margin.  "
"5283",2008,"Mbeki","The massive Eskom build programme in new generation, transmission and distribution capacity will continue; and where possible, some projects will be accelerated. "
"5284",2008,"Mbeki","In this regard, I would like to thank the private sector for being prepared to assist in whatever way they can. "
"5285",2008,"Mbeki","In a meeting with the Chairman of General Electric (GE) during the course of last week, GE offered to assist by procuring scarce turbine equipment on our behalf. "
"5286",2008,"Mbeki","In South Africa our own large companies such as Sasol, Anglo and BHP Billiton are all in concrete discussions with the Departments of Mineral and Energy and Public Enterprises to find cost effective and sustainable solutions to the supply constraint. "
"5287",2008,"Mbeki","The approach is one of common action rather than recrimination.  "
"5288",2008,"Mbeki","I particularly want to pay tribute to the mining industry for the way in which they have assisted us and the economy to resolve a real crisis that hit us on the 24th of January. "
"5289",2008,"Mbeki","We will all work to minimise the adverse impact these events had on the industry.  "
"5290",2008,"Mbeki","Collective effort and consultation are at the centre of our response to the emergency. "
"5291",2008,"Mbeki","Task teams are currently working in many areas. "
"5292",2008,"Mbeki","Next week the Provincial Premiers will convene their fora with mayors to plan and implement the energy saving measures in all the municipalities across the country. "
"5293",2008,"Mbeki","They will be supported by technical teams from EDI Holdings, Eskom and the National Energy Efficiency Agency. "
"5294",2008,"Mbeki","The Department of Provincial and Local Government will co-ordinate this activity supported by the line Departments of Mineral and Energy and Public Enterprises.  "
"5295",2008,"Mbeki","I will convene a meeting of the Joint Presidential Working Groups to co-ordinate our overall actions. "
"5296",2008,"Mbeki","I will also shortly announce a team of 'Energy Champions' consisting of prominent and knowledgeable South Africans who will assist government with the energy efficiency campaign and inform investors and communities on the actual situation and how they can help to address our current challenges.  "
"5297",2008,"Mbeki","The Minister of Finance will provide more information in the Budget speech on the support that the government will provide for the energy efficiency campaign and to Eskom in its build programme.  "
"5298",2008,"Mbeki","We face an emergency but we can overcome the problems in a relatively short period. "
"5299",2008,"Mbeki","This situation has precipitated the inevitable realisation that the era of very cheap and abundant electricity has come to an end. "
"5300",2008,"Mbeki","However, given our large base of installed generation capacity, for a long time to come ours will remain amongst the few economies with affordable electricity.  "
"5301",2008,"Mbeki","We are a minerals resource economy. "
"5302",2008,"Mbeki","We must therefore continue to support the mining industry. "
"5303",2008,"Mbeki","It is inevitable that if we are to continue on our growth path as a manufacturing country, we will also have to continue supporting the processing industry. "
"5304",2008,"Mbeki","However it is imperative that all enterprises become more energy efficient. "
"5305",2008,"Mbeki","Indeed, energy efficiency itself provides economic opportunity.  "
"5306",2008,"Mbeki","Let us therefore use this emergency to put in place the first building blocks of the essential energy efficient future we dare not avoid. "
"5307",2008,"Mbeki","Let us ensure that all hands are on deck to address the turbulence that has hit us, inspired by the approach that our circumstances call for Business Unusual!  "
"5308",2008,"Mbeki","This is exactly the same approach we must adopt as we continue to prepare to host the FIFA Confederations Cup in 2009 and the 2010 FIFA Soccer World Cup which will kick off in our country 854 days from today. "
"5309",2008,"Mbeki","I mention this important matter here because the current challenges we are facing have led some elsewhere in the world once more to question whether we will be able to host these tournaments successfully.  "
"5310",2008,"Mbeki","Of course, I have absolutely no doubt that we will honour our undertaking to FIFA and the world community of soccer players and lovers to create all the necessary conditions for the holding of the best ever FIFA Soccer World Cup tournament.  "
"5311",2008,"Mbeki","The sense that we get, across all sectors of South African society and further afield, represented by the actual daily progress we are making in terms of our all-round preparations, is one of - Business Unusual: all hands on deck for 2010! "
"5312",2008,"Mbeki","We must ensure that we sustain this approach.  "
"5313",2008,"Mbeki","We are fully aware that a critical element of our preparations should be the building of a strong South African team which will do us and the whole of the football fraternity proud. "
"5314",2008,"Mbeki","I am certain that the South African Football Association, our coaches led by Carlos Alberto Parreira, and the players are aware of the heavy responsibility they carry to prepare a national team of which both we and Africa should be proud.  "
"5315",2008,"Mbeki","Once more we thank the Springboks for showing the way when they won the Rugby World Cup last year. "
"5316",2008,"Mbeki","This must inspire Bafana Bafana, as it must inspire our athletes who will compete in the Beijing Olympic Games later this year.  "
"5317",2008,"Mbeki","Let me now turn to the Apex Priorities I mentioned.  "
"5318",2008,"Mbeki","Further to accelerate our economic growth and development we will implement the Industrial Policy Action Plan. "
"5319",2008,"Mbeki","Government will continue our industrialisation programme and continue to create opportunities for growth and employment-creation. "
"5320",2008,"Mbeki","In this regard, R2,3 billion has been budgeted for industrial policy initiatives and a further R5 billion in tax incentives over three years will support industrial policy.  "
"5321",2008,"Mbeki","Working together with business and labour, we shall also develop as urgently as possible, key action plans in sectors where such plans do not exist, such as mining and minerals beneficiation, consumer durables, retail with a focus on improving support to small enterprises, construction, the creative industries, agriculture and agro-processing.  "
"5322",2008,"Mbeki","Once more I would like to emphasise that we remain determined to support the automotive sector and will therefore ensure that the support given to this sector through the Motor Industry Development Programme is maintained.  "
"5323",2008,"Mbeki","At the macro-economic level, we will continue to maintain a fiscal posture that supports continued economic growth and development and reducing our external vulnerability.  "
"5324",2008,"Mbeki","To speed up the process of building infrastructure we will finalise the development of an integrated infrastructure plan, with specific emphasis on energy efficiency. "
"5325",2008,"Mbeki","This entails co-ordinating the programmes of the State-owned Enterprises and overlaying all the infrastructure plans, including freight and other logistics, energy pipelines, information and communications technology, road infrastructure, water and electricity, both in terms of their timing and geographic location.  "
"5326",2008,"Mbeki","Cutting across these plans, and therefore a critical priority, is information and communications technology both as a facilitator and a sector in its own right. "
"5327",2008,"Mbeki","Accordingly, we will this year complete the licensing and operationalisation of Infraco. "
"5328",2008,"Mbeki","Already, money has been allocated for Sentech to become a wireless internet wholesaler as well as finance its digitisation. "
"5329",2008,"Mbeki","Working with other governments on the continent and the private sector, we will complete the process to launch the undersea cables.  "
"5330",2008,"Mbeki","At the same time, we aim to provide digital broadcasting to 50% of the population by the end of the year. "
"5331",2008,"Mbeki","Attached to this will be a manufacturing strategy for the development in South Africa of Set Top Boxes, which should be finalised by the middle of the year.  "
"5332",2008,"Mbeki","Having noted that the tardiness with which government processes applications for investment in relation to issues such as land acquisition, infrastructure and environmental impact assessments can at times make or break investor decisions, we have decided, in the spirit of Business Unusual, work is progressing urgently to set up a call centre through which prospective investors and government can track these processes.  "
"5333",2008,"Mbeki","An element of government's Apex of Priorities will be deliberate focus on matters of skills development. "
"5334",2008,"Mbeki","Work to review the National Human Resource Development Strategy will be completed this year, and the projects that the joint team of government, labour, business and academic institutions organised under the Joint Initiative on Priority Skills Acquisition (JIPSA) will be intensified.  "
"5335",2008,"Mbeki","Indeed, we are greatly encouraged by the good response from the private sector as demonstrated through the commitment by the CEOs of 70 of the JSE-listed companies to work with government in addressing the challenge of scarce skills.  "
"5336",2008,"Mbeki","In addition to this work we will in the coming period prioritise further interventions in the further education and training (FET) colleges, the sector education and training authorities (SETAs), resourcing schools in the lowest three quintiles, freeing them from the responsibility to charge fees, and speeding up on-the-job training for professional graduates.  "
"5337",2008,"Mbeki","Further, after correcting weaknesses in our Adult Basic Education programme, which we identified last year, we shall this month launch the Kha Ri Gude (let us learn) mass literacy campaign. "
"5338",2008,"Mbeki","This will include the training of master trainers who will provide basic literacy classes to 300 000 adults and youth in 2008.  "
"5339",2008,"Mbeki","Madame Speaker and Chairperson  At the centre of our economic programmes is, and should always be, the consideration whether their success is helping to improve the quality of life of all South Africans, acting as an important weapon in our War on Poverty and accelerating our advance towards the attainment of such objectives as the reduction of unemployment and advancing the goal of health for all.  "
"5340",2008,"Mbeki","In the programme to provide sustainable human settlements, we are now able to provide 260 000 housing units per annum, and an agreement has been reached with the South African Local Government Association (SALGA) to place a moratorium on the sale of land that can be availed for the housing programme.  "
"5341",2008,"Mbeki","Along with the progress we are making in the variety of interventions focused on poverty reduction, we continue to address a number many weaknesses, including the processing of the Land Use Management Bill, the finalisation of the land restitution cases, the support programme for those who acquire land, and the development and implementation of a determined rural development programme.  "
"5342",2008,"Mbeki","These are some of the issues to which we will pay special attention during this year, and ensure that we meet the targets we have set ourselves.  "
"5343",2008,"Mbeki","Yet another critical Apex Priority is the elaboration of an integrated and comprehensive anti-poverty strategy that addresses especially sections of the population most affected by this scourge. "
"5344",2008,"Mbeki","These include children, women, the youth, people living in rural areas and urban informal settlements, people with disabilities or chronic illnesses and the elderly.  "
"5345",2008,"Mbeki","Among the key proposed interventions are: expanding the public works programme, employment subsidies for direct job-creation for targeted groups, enhancing employment search capability, improving education and training, improving services and assets among poor communities, specific interventions in poor households, and ensuring effectiveness of institutions supporting women and other sectors. "
"5346",2008,"Mbeki","Among others, we will make an evaluation of the gender machinery so as to improve all aspects related to women empowerment.  "
"5347",2008,"Mbeki","Parallel to this initiative is a special project to examine interventions required to deal with vulnerable children over the age of 14.  "
"5348",2008,"Mbeki","But we will all agree that our society, and the poor specifically, cannot wait for strategies and dialogues and workshops – important as these may be. "
"5349",2008,"Mbeki","In any case, most of the interventions possible are things that government is already doing though not sufficiently integrated. "
"5350",2008,"Mbeki","As such, in the spirit of Business Unusual, government intends this year to intensify the campaign to identify specific households and individuals in dire need and to put in place interventions that will help, in the intervening period, to alleviate their plight in those individual households.  "
"5351",2008,"Mbeki","For this, we will require a National War Room for a War Against Poverty bringing together departments such as Social Development, Provincial and Local Government, Trade and Industry, Agriculture and Land Affairs, Public Works and Health as well as provincial and local administrations, which will work with non-governmental organisations (NGOs) and business to identify the interventions required in specific households and implement them as a matter of urgency.  "
"5352",2008,"Mbeki","We shall this year attend to other specific priorities which are critical to the country's war against poverty, in pursuit of socio-economic inclusion. "
"5353",2008,"Mbeki","These are:  * speeding up land and agrarian reform with detailed plans for land acquisition, better implementation of agricultural support services and household food support, and improving the capital base and reach of the Micro-Agricultural Finance Institutions of South Africa (MAFISA) to provide micro-credit in this sector: focus will be placed on areas of large concentrations of farm dwellers and those with high eviction rates, and we aim to increase black entrepreneurship in agricultural production by 5% per year, and the audit on land ownership will be speeded up;  * the Budget will provide for an increase in the social grant system by equalising the age of eligibility at 60, thus benefiting about half a million men;  * intensifying efforts already started to scale up assistance to co-operatives and small enterprises especially those involving women, with emphasis on providing training and markets, including linking them up with established outlets;  * scaling up the National Youth Service programme including a graduated increase of the intake in the Military Skills Development programme of the South African National Defence Force (SANDF) from the current 4 000 to 10 000. "
"5354",2008,"Mbeki","R700 million has already been given to the SANDF to start scaling up this programme;  * intensifying the Expanded Public Works Programme (EPWP) which, by surpassing the set targets, has shown potential to absorb more entrants: this will include increased intake of young people in the programme to maintain public infrastructure, doubling the number of children enrolled in Early Childhood Development to over 600 000 through 1 000 new sites with more than 3 500 practitioners trained and employed, and increasing the number of care-givers. "
"5355",2008,"Mbeki","About R1 billion over the baseline will be allocated to programmes that fall within the EPWP; and, lastly,  * introducing the system of products for preferential procurement by government from small, medium and micro-enterprises; and through the Small Enterprises Development Agency setting up a rigorous system to ensure that the 30-day payment period is observed.  "
"5356",2008,"Mbeki","We will also integrate the programme to speed up the development of sustainable human settlements, with intensified efforts, as a matter of urgent priority, to accelerate universal access to water, sanitation and electricity, so that by 2014, we should have decent human settlements and access by all households to these services.  "
"5357",2008,"Mbeki","Accelerating our advance towards the achievement of a goal of health for all includes intensified implementation of the National Strategic Plan against HIV and AIDS. "
"5358",2008,"Mbeki","We also aim during the course of this year to reduce tuberculosis (TB) defaulter rates from 10% to 7%, train over 3 000 health personnel in the management of this disease and ensure that all multi-drug resistant and extreme drug resistant TB patients receive treatment.  "
"5359",2008,"Mbeki","We aim to complete the work on the comprehensive social security system, benefiting from the consultations that have started with social partners.  "
"5360",2008,"Mbeki","As we put all our hands on deck and gear ourselves for Business Unusual we should also intensify national dialogue on the issues that define us as a nation.  "
"5361",2008,"Mbeki","Two such issues deserve brief mention.  "
"5362",2008,"Mbeki","The first of these is a proposal that we should develop an oath that will be recited by learners in their morning school assemblies, as well as a Youth Pledge extolling the virtues of humane conduct and human solidarity among all South Africans. "
"5363",2008,"Mbeki","The Minister of Education will next week elaborate on the national debate on these matters.  "
"5364",2008,"Mbeki","The second issue is about geographic and place names, which requires a synchronised process across all provinces so we can create a base slate of changes we propose. "
"5365",2008,"Mbeki","We will launch this synchronised process soon, guided by the South African Geographical Names Council and its provincial committees.  "
"5366",2008,"Mbeki","Madame Speaker and Chairperson,  When we reflected on the issue of crime at last year's Joint Sitting of Parliament, we all expressed grave concern not only at the high rates of crime, but also at the indication that things seemed to be turning for the worse especially in respect of murder – bucking the trend of the improvement since the attainment of democracy.  "
"5367",2008,"Mbeki","Accordingly, last year we engaged in systematic interaction with business and other sectors of the population, to develop a holistic approach towards revamping the criminal justice system in its totality.  "
"5368",2008,"Mbeki","In this regard, in the spirit of Business Unusual, Cabinet has agreed on a set of changes that are required to establish a new, modernised, efficient and transformed criminal justice system. "
"5369",2008,"Mbeki","Among other things, this will entail setting up a new co-ordinating and management structure for the system at every level, from national to local, bringing together the judiciary and magistracy, the police, prosecutors, correctional services and the Legal Aid Board, as well as other interventions, including the empowerment of the Community Police Forums.  "
"5370",2008,"Mbeki","As the Honourable Members are aware, some of these initiatives are already under way; but we are certain that, if they are all carried out in an integrated and complementary manner, the impact will be that much more effective in our fight against crime. "
"5371",2008,"Mbeki","The Ministers of the Justice, Crime Prevention and Security Cluster will elaborate on the details of this and other initiatives during the course of next week.  "
"5372",2008,"Mbeki","We shall also, during the course of this year, process the Bills on the transformation of the judiciary in consultation with judges and magistrates, complete the strategy aimed at strengthening border control and security, further give life to the Victims' Charter, pay particular attention to the issue of repeat offenders, and continue the implementation of additional measures deriving from recommendations of the Truth and Reconciliation Commission.  "
"5373",2008,"Mbeki","Informed by the imperative to intensify the offensive against organised crime, as well as the recommendations of the Khampepe Judicial Commission on the functioning and location of the Directorate of Special Operations and continuing reflections on this matter, including the reform of the Criminal Justice System, we shall by the end of March this year, interact with Parliament on legislation and other decisive measures required further to enhance our capacity to fight organised crime.  "
"5374",2008,"Mbeki","What will continue to inform us as we take this step will be the absolute commitment of government to fight organised crime and improve the management, efficiency and co-ordination of our law-enforcement agencies.  "
"5375",2008,"Mbeki","Of great importance, our success in the fight against crime depends on co-operation among all of us as law-abiding citizens, inspired by the principles of rule of law, respect for our judiciary and pursuit of equal human rights, which our Constitution enjoins us to observe in our daily lives and pronouncements.  "
"5376",2008,"Mbeki","Honourable Members  We will continue this year with efforts to improve the machinery of government so that it meets its obligations to citizens. "
"5377",2008,"Mbeki","If anything, the spirit of Business Unusual should apply to all individuals who carry the privilege of being public servants.  "
"5378",2008,"Mbeki","There are simple but urgent and critical priorities we will attend to, as part of the overall effort to improve the organisation and capacity of the state.  "
"5379",2008,"Mbeki","Firstly, it has been agreed across all spheres of government that especially the critical vacancies should be filled within six months of such openings emerging. "
"5380",2008,"Mbeki","The Department of Public Service and Administration will set up a monitoring system to track the implementation of this decision.  "
"5381",2008,"Mbeki","Secondly, by May of every year (and within two months of the beginning of the financial year at local government level) all senior managers should have filed their Key Performance Agreements with relevant authorities. "
"5382",2008,"Mbeki","The Office of the Public Service Commission will set up monitoring systems in this regard.  "
"5383",2008,"Mbeki","Thirdly, recognising that the Department of Home Affairs touches the core of every citizen's life, we will this year intensify the implementation of the turn-around strategy approved by Cabinet. "
"5384",2008,"Mbeki","This includes improving the information technology (IT) systems, training of staff on the new systems, rooting out corrupt elements and piloting the new ID card.  "
"5385",2008,"Mbeki","Improvement of performance in the public service also depends on the quality of leadership provided by the executive and senior management. "
"5386",2008,"Mbeki","Further, it is critical to enhance the commitment of public employees to their duties – a task that belongs to the leadership, the public servants themselves and the trade union movement.  "
"5387",2008,"Mbeki","In this regard, this year, in consultation with public sector unions, we will convene a Public Sector Summit to thrash out these issues so that the spirit of Batho Pele can find concrete expression wherever a government service is provided.  "
"5388",2008,"Mbeki","Working with other social partners, we shall ensure that, by the end of this year, the second National Anti-corruption Programme is adopted, and that the action plan agreed with organised business is implemented. "
"5389",2008,"Mbeki","At local government level, we shall assist the first 150 of our municipalities to develop anti-corruption strategies.  "
"5390",2008,"Mbeki","We shall continue this year to intensify efforts to strengthen local government capacity in line with the 5-year Local Government Strategic Agenda. "
"5391",2008,"Mbeki","To ensure systematic monitoring in this regard, SALGA has agreed to provide quarterly reports on the work being done.  "
"5392",2008,"Mbeki","In order further to improve the service being provided to vulnerable sectors such as veterans, women and youth, we shall review the structures delegated to carry out these functions and examine the most appropriate arrangements, including the evaluation of the government structures specifically established to focus on youth development and empowerment.  "
"5393",2008,"Mbeki","Many of the challenges in our work which we have identified derive from serious weaknesses in terms of our planning. "
"5394",2008,"Mbeki","Thus, as part of our Apex Priorities in the coming period we will complete the processes that will enable us to enhance government's capacity to put in place realistic and integrated plans, covering all spheres of government.  "
"5395",2008,"Mbeki","Honourable Members  The programme that we have outlined incorporates the commitments that our country has agreed with the leadership of the continent through the African Peer Review Mechanism.  "
"5396",2008,"Mbeki","Our focus, in promoting the African Agenda this year, will be on the strengthening of the African institutions, including the African Union and its development programme, Nepad.  "
"5397",2008,"Mbeki","This we shall do, inspired by the common aspiration of the peoples of the continent for greater integration in pursuit of continental unity at all levels. "
"5398",2008,"Mbeki","A critical step in this regard is the consolidation of regional institutions and activities aimed at achieving regional integration.  "
"5399",2008,"Mbeki","We continue to be committed to a free trade area in the Southern African Development Community (SADC), and hope to use our Chairpersonship of SADC in 2008/2009 further to give impetus to the regional endeavours in this regard.  "
"5400",2008,"Mbeki","It is in this context, as well, that we shall continue our bilateral and multilateral interactions with our neighbours and the European Union, within the context of the process led by the African Union (AU), to ensure that the negotiations on the Economic Partnership Agreement are completed as soon as possible, premised on accelerating the development of our region.  "
"5401",2008,"Mbeki","Over the past year, we carried out the mandate of SADC to assist the political leadership of Zimbabwe to find a lasting solution to the political challenges they face. "
"5402",2008,"Mbeki","We had an opportunity, on the fringes of the AU Summit in Addis Ababa formally to present a comprehensive report to the leadership of SADC on this matter.  "
"5403",2008,"Mbeki","In short, the parties involved in the dialogue have reached full agreement on all matters relating to the substantive matters the parties had to address. "
"5404",2008,"Mbeki","These include issues relating to the Constitution, security, media and electoral laws, and other matters that have been in contention for many years. "
"5405",2008,"Mbeki","The relevant laws in this regard have already been approved by parliament, including the necessary constitutional amendments. "
"5406",2008,"Mbeki","What is outstanding, however, is a procedural matter relating to the timing and the manner of enactment of the new agreed Draft Constitution.  "
"5407",2008,"Mbeki","Accordingly, we join the SADC Heads of State and Government in congratulating the parties to the Zimbabwe Dialogue for their truly commendable achievements and encourage them to work together to resolve the remaining procedural matter. "
"5408",2008,"Mbeki","As requested by the SADC Heads of State and Government we remain ready to continue to facilitate the Zimbabwe negotiations. "
"5409",2008,"Mbeki","At the same time, we wish the people of Zimbabwe success in the elections scheduled for the 29th of March.  "
"5410",2008,"Mbeki","Our multifaceted relations with the Democratic Republic of Congo will continue, as we seek to contribute to the efforts of the sister people of that country to attain lasting peace, and implement their reconstruction and development programme.  "
"5411",2008,"Mbeki","Our government will remain seized of the processes under way in Kenya, Chad, Burundi, Darfur in the Sudan, Western Sahara, CÁ´te d'Ivoire, Somalia, the Comoros and the Central African Republic to find lasting peace and stability.  "
"5412",2008,"Mbeki","We are particularly concerned by the senseless violence and killings in both Kenya and Chad, developments that clearly set back the progress we have been making in the last few years with regard to the regeneration of the African continent. "
"5413",2008,"Mbeki","We call on all African compatriots to do whatever we can, together to help bring a stop to all these negative developments.  "
"5414",2008,"Mbeki","We will, of course, continue to carry out our tasks in the United Nations Security Council. "
"5415",2008,"Mbeki","Critical in this regard, is the strengthening of co-operation between the UN Security Council and the Peace and Security Council of the African Union.  "
"5416",2008,"Mbeki","Impelled by the desire to promote the improvement in the quality of life of all peoples, particularly in the developing countries, we shall focus on further strengthening our participation in the India-Brazil-South Africa forums, the New Africa-Asia Strategic Partnership, the Non-Aligned Movement, the Group of 77 and negotiations to complete the SACU-Mercusor trade agreement.  "
"5417",2008,"Mbeki","In the same measure, we shall continue to contribute to the realisation of the objectives of the Kyoto Protocol on Climate Change and ongoing improvements in this regard, and in giving further impetus to the negotiations on the WTO Doha Development Round.  "
"5418",2008,"Mbeki","This year we celebrate the tenth anniversary of the establishment of diplomatic relations between South Africa and the People's Republic of China. "
"5419",2008,"Mbeki","The mushrooming of relations in a variety of areas between our governments and peoples confirms that the China-South Africa Partnership for Growth and Development is a strategic relationship of mutual benefit, which can only grow from strength to strength.  "
"5420",2008,"Mbeki","Next year, South Africa will play host to the Review Conference to evaluate the implementation of the decisions of the World Conference Against Racism which was held in our country in 2001. "
"5421",2008,"Mbeki","We are confident that, informed by their abhorrence of the scourge of racism and the devastating consequences it continues to exact on humanity, the governments and peoples of the world will work together with us to ensure that the Review Conference achieves its objectives.  "
"5422",2008,"Mbeki","These global responsibilities, including the hosting of the 2010 FIFA Soccer World Cup, bring out in even bolder relief the confidence that humanity has in our country as a strategic player in the noble endeavours of all humanity. "
"5423",2008,"Mbeki","But we should not take this for granted.  "
"5424",2008,"Mbeki","I am confident that, under the leadership of the International Marketing Council, Trade and Investment South Africa (TISA), Tourism South Africa and other agencies we shall all put our hands on deck to communicate to the rest of the world the spirit of Business Unusual, and our continuing advance towards the creation of a society that cares and the conditions for the world to gather in our country to celebrate Africa's humanity in 2010.  "
"5425",2008,"Mbeki","Madame Speaker, Chairperson and Honourable Members;  Having said all that I have said, I come back to the question: what is the state of our nation as we enter 2008!  "
"5426",2008,"Mbeki","What I do know and hereby make bold to say is: whatever the challenges of the moment, we are still on course!  "
"5427",2008,"Mbeki","I say this with unshakeable conviction because I am certain that South Africans are capable and geared to meet the challenge of history – to strain every sinew of our being – to respond to the national challenges of the day, including those relating to our economy, the political and economic situation in Africa and elsewhere in the world, and seize the opportunities that our country's progress over the last fourteen years has provided.  "
"5428",2008,"Mbeki","With all hands on deck, and committed to conduct our business in an unusual and more effective fashion, we shall sustain the process of our reconstruction and development and take it to even higher levels.  "
"5429",2008,"Mbeki","Thank you."
"5430",2007,"Mbeki"," Madam Speaker of the National Assembly; Chairperson of the National Council of Provinces; Deputy Speaker of the National Assembly and Deputy Chairperson of the NCOP; Deputy President of the Republic; Honourable leaders of our political parties and Honourable Members of Parliament; Ministers and Deputy Ministers; Our esteemed Chief Justice and members of the Judiciary; Heads of our Security Services; Governor of the Reserve Bank; President Nelson Mandela and Madame Graca Machel; President F.W. de Klerk and Madame Elita de Klerk; Distinguished Premiers and Speakers of our Provinces; Mayors and leaders in our system of local government; Our honoured traditional leaders; Heads of the state organs supporting our constitutional democracy; Directors-General and other leaders of the public service; Your Excellencies, Ambassadors and High Commissioners; Distinguished guests, friends and comrades; People of South Africa:  When she died, we knew that Mama Adelaide Tambo had been recently discharged from hospital. "
"5431",2007,"Mbeki","But because we also knew that she had the tenacity of spirit and strength of will to soldier on among the living, we had intended to welcome her and other members of her family as our guests on this august occasion. "
"5432",2007,"Mbeki","But that was not to be.  "
"5433",2007,"Mbeki","Tomorrow we will pay her our last respects as we inter her remains. "
"5434",2007,"Mbeki","Thus she will only be with us in spirit when in October this year, we celebrate the 90th anniversary of the birth of her husband, the father of her children, her companion, her comrade, and an eminent son of our people, Oliver Reginald Tambo. "
"5435",2007,"Mbeki","Once more, we convey our condolences to the Tambo family.  "
"5436",2007,"Mbeki","However, I am indeed very pleased to acknowledge in our midst this morning the Hon Albertina Luthuli, daughter of our first Nobel Peace Laureate, Inkosi Albert Luthuli, whose tragic death 40 years ago we commemorate this year, remembering the tragic day when it was reported that he had been crushed by a speeding train in the cane-fields of KwaDukuza. "
"5437",2007,"Mbeki","His death was as shocking and mysterious as his life was a lodestar pointing us to the freedom we enjoy today.  "
"5438",2007,"Mbeki","I feel immensely proud that democratic South Africa has had the sense and sensitivity to acknowledge what Albert Luthuli and Oliver Tambo mean to our nation by naming two of our National Orders after them - the Order of Luthuli, and the Order of the Companions of O.R. "
"5439",2007,"Mbeki","Tambo. "
"5440",2007,"Mbeki","I also know of the great pride felt by those who have been admitted into the ranks of the eminent National Orders.  "
"5441",2007,"Mbeki","I am also pleased to welcome to the House the activists of the 1956 Women’s March and the 1976 Soweto Uprising who are sitting in the President’s box, as well as the eminent patriots from all our provinces, proposed by our Provincial Speakers to join the group of important guests who have joined us today.  "
"5442",2007,"Mbeki","The government of the people of South Africa on whose behalf I speak here today, as I have been privileged to do in previous years, was formed in 2004, after the General Elections of that year.  "
"5443",2007,"Mbeki","At its annual January Lekgotla or Bosberaad last month, the National Cabinet that stands at the pinnacle of the system of governance over which we are privileged to preside, reflected on the fact that its meeting marked the mid-term of the life of the government born of our last, 2004, elections.  "
"5444",2007,"Mbeki","Having understood this, it was natural that we should put the question to ourselves – what progress have we made in the quest to achieve the objectives to which we honestly told the nation we were committed, as a result of which our people gave us the overwhelming authority to govern our country from 2004 until the next elections in 2009!  "
"5445",2007,"Mbeki","With your indulgence, I would like to step further back, and recall what we said, in 2004, as representatives of our people, in the presence of our friends from the rest of the world, convened at our seat of government the Union Buildings in Tshwane on Freedom Day, the 10th anniversary of our liberation, and participated in the Inauguration of the President of the Republic, whom our Parliament had chosen, respecting the will of the people democratically demonstrated during the 2004 elections.  "
"5446",2007,"Mbeki","On that occasion we said in part:  “For too long our country contained within it and represented much that is ugly and repulsive in human society”¦  “It was a place in which to be born black was to inherit a lifelong curse. "
"5447",2007,"Mbeki","It was a place in which to be born white was to carry a permanent burden of fear and hidden rage”¦  “It was a place in which squalor, the stench of poverty, the open sewers, the decaying rot, the milling crowds of wretchedness, the unending images of a landscape strewn with carelessly abandoned refuse, assumed an aspect that seemed necessary to enhance the beauty of another world of tidy streets, and wooded lanes, and flowers’ blossoms offsetting the green and singing grass, and birds and houses fit for kings and queens, and lyrical music, and love.  "
